SEA,LON,LAT,ID,CODE,도,분,도,분,LAT2,LON2,LAT2,LON2,LINE_CODE
GJ,35˚2.99',128˚44.66',2,A,35,2.99,128,44.66,35.04983333,128.7443333,35.04983333,128.7443333,1
GJ,35˚2.88',128˚44.66',3,A,35,2.88,128,44.66,35.048,128.7443333,35.048,128.7443333,1
GJ,35˚2.77',128˚44.66',4,A,35,2.77,128,44.66,35.04616667,128.7443333,35.04616667,128.7443333,1
GJ,35˚2.66',128˚44.66',5,A,35,2.66,128,44.66,35.04433333,128.7443333,35.04433333,128.7443333,1
GJ,35˚2.56',128˚44.66',6,A,35,2.56,128,44.66,35.04266667,128.7443333,35.04266667,128.7443333,1
GJ,35˚2.45',128˚44.66',7,A,35,2.45,128,44.66,35.04083333,128.7443333,35.04083333,128.7443333,1
GJ,35˚2.34',128˚44.66',8,A,35,2.34,128,44.66,35.039,128.7443333,35.039,128.7443333,1
GJ,35˚2.23',128˚44.66',9,A,35,2.23,128,44.66,35.03716667,128.7443333,35.03716667,128.7443333,1
GJ,35˚2.12',128˚44.66',10,A,35,2.12,128,44.66,35.03533333,128.7443333,35.03533333,128.7443333,1
GJ,35˚2.02',128˚44.66',11,A,35,2.02,128,44.66,35.03366667,128.7443333,35.03366667,128.7443333,1
GJ,35˚1.91',128˚44.66',12,A,35,1.91,128,44.66,35.03183333,128.7443333,35.03183333,128.7443333,1
GJ,35˚1.8',128˚44.66',13,A,35,1.8,128,44.66,35.03,128.7443333,35.03,128.7443333,1
GJ,35˚1.69',128˚44.66',14,A,35,1.69,128,44.66,35.02816667,128.7443333,35.02816667,128.7443333,1
GJ,35˚1.58',128˚44.66',15,A,35,1.58,128,44.66,35.02633333,128.7443333,35.02633333,128.7443333,1
GJ,35˚3.1',128˚44.8',1,A,35,3.1,128,44.8,35.05166667,128.7466667,35.05166667,128.7466667,2
GJ,35˚2.99',128˚44.8',2,A,35,2.99,128,44.8,35.04983333,128.7466667,35.04983333,128.7466667,2
GJ,35˚2.88',128˚44.8',3,A,35,2.88,128,44.8,35.048,128.7466667,35.048,128.7466667,2
GJ,35˚2.77',128˚44.8',4,A,35,2.77,128,44.8,35.04616667,128.7466667,35.04616667,128.7466667,2
GJ,35˚2.66',128˚44.8',5,A,35,2.66,128,44.8,35.04433333,128.7466667,35.04433333,128.7466667,2
GJ,35˚2.56',128˚44.8',6,A,35,2.56,128,44.8,35.04266667,128.7466667,35.04266667,128.7466667,2
GJ,35˚2.45',128˚44.8',7,A,35,2.45,128,44.8,35.04083333,128.7466667,35.04083333,128.7466667,2
GJ,35˚2.34',128˚44.8',8,A,35,2.34,128,44.8,35.039,128.7466667,35.039,128.7466667,2
GJ,35˚2.23',128˚44.8',9,A,35,2.23,128,44.8,35.03716667,128.7466667,35.03716667,128.7466667,2
GJ,35˚2.12',128˚44.8',10,A,35,2.12,128,44.8,35.03533333,128.7466667,35.03533333,128.7466667,2
GJ,35˚2.02',128˚44.8',11,A,35,2.02,128,44.8,35.03366667,128.7466667,35.03366667,128.7466667,2
GJ,35˚1.91',128˚44.8',12,A,35,1.91,128,44.8,35.03183333,128.7466667,35.03183333,128.7466667,2
GJ,35˚1.8',128˚44.8',13,A,35,1.8,128,44.8,35.03,128.7466667,35.03,128.7466667,2
GJ,35˚1.69',128˚44.8',14,A,35,1.69,128,44.8,35.02816667,128.7466667,35.02816667,128.7466667,2
GJ,35˚1.58',128˚44.8',15,A,35,1.58,128,44.8,35.02633333,128.7466667,35.02633333,128.7466667,3
GJ,35˚3.1',128˚44.93',1,A,35,3.1,128,44.93,35.05166667,128.7488333,35.05166667,128.7488333,3
GJ,35˚2.99',128˚44.93',2,A,35,2.99,128,44.93,35.04983333,128.7488333,35.04983333,128.7488333,3
GJ,35˚2.88',128˚44.93',3,A,35,2.88,128,44.93,35.048,128.7488333,35.048,128.7488333,3
GJ,35˚2.77',128˚44.93',4,A,35,2.77,128,44.93,35.04616667,128.7488333,35.04616667,128.7488333,3
GJ,35˚2.66',128˚44.93',5,A,35,2.66,128,44.93,35.04433333,128.7488333,35.04433333,128.7488333,3
GJ,35˚2.56',128˚44.93',6,A,35,2.56,128,44.93,35.04266667,128.7488333,35.04266667,128.7488333,3
GJ,35˚2.45',128˚44.93',7,A,35,2.45,128,44.93,35.04083333,128.7488333,35.04083333,128.7488333,3
GJ,35˚2.34',128˚44.93',8,A,35,2.34,128,44.93,35.039,128.7488333,35.039,128.7488333,3
GJ,35˚2.23',128˚44.93',9,A,35,2.23,128,44.93,35.03716667,128.7488333,35.03716667,128.7488333,3
GJ,35˚2.12',128˚44.93',10,A,35,2.12,128,44.93,35.03533333,128.7488333,35.03533333,128.7488333,3
GJ,35˚2.02',128˚44.93',11,A,35,2.02,128,44.93,35.03366667,128.7488333,35.03366667,128.7488333,3
GJ,35˚1.91',128˚44.93',12,A,35,1.91,128,44.93,35.03183333,128.7488333,35.03183333,128.7488333,3
GJ,35˚1.8',128˚44.93',13,A,35,1.8,128,44.93,35.03,128.7488333,35.03,128.7488333,3
GJ,35˚1.69',128˚44.93',14,A,35,1.69,128,44.93,35.02816667,128.7488333,35.02816667,128.7488333,3
GJ,35˚1.58',128˚44.93',15,A,35,1.58,128,44.93,35.02633333,128.7488333,35.02633333,128.7488333,3
GJ,35˚3.1',128˚45.06',1,A,35,3.1,128,45.06,35.05166667,128.751,35.05166667,128.751,4
GJ,35˚2.99',128˚45.06',2,A,35,2.99,128,45.06,35.04983333,128.751,35.04983333,128.751,4
GJ,35˚2.88',128˚45.06',3,A,35,2.88,128,45.06,35.048,128.751,35.048,128.751,4
GJ,35˚2.77',128˚45.06',4,A,35,2.77,128,45.06,35.04616667,128.751,35.04616667,128.751,4
GJ,35˚2.66',128˚45.06',5,A,35,2.66,128,45.06,35.04433333,128.751,35.04433333,128.751,4
GJ,35˚2.56',128˚45.06',6,A,35,2.56,128,45.06,35.04266667,128.751,35.04266667,128.751,4
GJ,35˚2.45',128˚45.06',7,A,35,2.45,128,45.06,35.04083333,128.751,35.04083333,128.751,4
GJ,35˚2.34',128˚45.06',8,A,35,2.34,128,45.06,35.039,128.751,35.039,128.751,4
GJ,35˚2.23',128˚45.06',9,A,35,2.23,128,45.06,35.03716667,128.751,35.03716667,128.751,4
GJ,35˚2.12',128˚45.06',10,A,35,2.12,128,45.06,35.03533333,128.751,35.03533333,128.751,4
GJ,35˚2.02',128˚45.06',11,A,35,2.02,128,45.06,35.03366667,128.751,35.03366667,128.751,4
GJ,35˚1.91',128˚45.06',12,A,35,1.91,128,45.06,35.03183333,128.751,35.03183333,128.751,4
GJ,35˚1.8',128˚45.06',13,A,35,1.8,128,45.06,35.03,128.751,35.03,128.751,4
GJ,35˚1.69',128˚45.06',14,A,35,1.69,128,45.06,35.02816667,128.751,35.02816667,128.751,4
GJ,35˚1.58',128˚45.06',15,A,35,1.58,128,45.06,35.02633333,128.751,35.02633333,128.751,4
GJ,35˚3.1',128˚45.19',1,A,35,3.1,128,45.19,35.05166667,128.7531667,35.05166667,128.7531667,5
GJ,35˚2.99',128˚45.19',2,A,35,2.99,128,45.19,35.04983333,128.7531667,35.04983333,128.7531667,5
GJ,35˚2.88',128˚45.19',3,A,35,2.88,128,45.19,35.048,128.7531667,35.048,128.7531667,5
GJ,35˚2.77',128˚45.19',4,A,35,2.77,128,45.19,35.04616667,128.7531667,35.04616667,128.7531667,5
GJ,35˚2.66',128˚45.19',5,A,35,2.66,128,45.19,35.04433333,128.7531667,35.04433333,128.7531667,5
GJ,35˚2.56',128˚45.19',6,A,35,2.56,128,45.19,35.04266667,128.7531667,35.04266667,128.7531667,5
GJ,35˚2.45',128˚45.19',7,A,35,2.45,128,45.19,35.04083333,128.7531667,35.04083333,128.7531667,5
GJ,35˚2.34',128˚45.19',8,A,35,2.34,128,45.19,35.039,128.7531667,35.039,128.7531667,5
GJ,35˚2.23',128˚45.19',9,A,35,2.23,128,45.19,35.03716667,128.7531667,35.03716667,128.7531667,5
GJ,35˚2.12',128˚45.19',10,A,35,2.12,128,45.19,35.03533333,128.7531667,35.03533333,128.7531667,5
GJ,35˚2.02',128˚45.19',11,A,35,2.02,128,45.19,35.03366667,128.7531667,35.03366667,128.7531667,5
GJ,35˚1.91',128˚45.19',12,A,35,1.91,128,45.19,35.03183333,128.7531667,35.03183333,128.7531667,5
GJ,35˚1.8',128˚45.19',13,A,35,1.8,128,45.19,35.03,128.7531667,35.03,128.7531667,5
GJ,35˚1.69',128˚45.19',14,A,35,1.69,128,45.19,35.02816667,128.7531667,35.02816667,128.7531667,5
GJ,35˚1.58',128˚45.19',15,A,35,1.58,128,45.19,35.02633333,128.7531667,35.02633333,128.7531667,5
GJ,35˚3.1',128˚45.32',1,B,35,3.1,128,45.32,35.05166667,128.7553333,35.05166667,128.7553333,6
GJ,35˚2.99',128˚45.32',2,B,35,2.99,128,45.32,35.04983333,128.7553333,35.04983333,128.7553333,6
GJ,35˚2.88',128˚45.32',3,B,35,2.88,128,45.32,35.048,128.7553333,35.048,128.7553333,6
GJ,35˚2.77',128˚45.32',4,B,35,2.77,128,45.32,35.04616667,128.7553333,35.04616667,128.7553333,6
GJ,35˚2.66',128˚45.32',5,B,35,2.66,128,45.32,35.04433333,128.7553333,35.04433333,128.7553333,6
GJ,35˚2.56',128˚45.32',6,B,35,2.56,128,45.32,35.04266667,128.7553333,35.04266667,128.7553333,6
GJ,35˚2.45',128˚45.32',7,B,35,2.45,128,45.32,35.04083333,128.7553333,35.04083333,128.7553333,6
GJ,35˚2.34',128˚45.32',8,B,35,2.34,128,45.32,35.039,128.7553333,35.039,128.7553333,6
GJ,35˚2.23',128˚45.32',9,B,35,2.23,128,45.32,35.03716667,128.7553333,35.03716667,128.7553333,6
GJ,35˚2.12',128˚45.32',10,B,35,2.12,128,45.32,35.03533333,128.7553333,35.03533333,128.7553333,6
GJ,35˚2.02',128˚45.32',11,B,35,2.02,128,45.32,35.03366667,128.7553333,35.03366667,128.7553333,6
GJ,35˚1.91',128˚45.32',12,B,35,1.91,128,45.32,35.03183333,128.7553333,35.03183333,128.7553333,6
GJ,35˚1.8',128˚45.32',13,B,35,1.8,128,45.32,35.03,128.7553333,35.03,128.7553333,6
GJ,35˚1.69',128˚45.32',14,B,35,1.69,128,45.32,35.02816667,128.7553333,35.02816667,128.7553333,6
GJ,35˚1.58',128˚45.32',15,B,35,1.58,128,45.32,35.02633333,128.7553333,35.02633333,128.7553333,6
GJ,35˚3.1',128˚45.46',1,B,35,3.1,128,45.46,35.05166667,128.7576667,35.05166667,128.7576667,7
GJ,35˚2.99',128˚45.46',2,B,35,2.99,128,45.46,35.04983333,128.7576667,35.04983333,128.7576667,7
GJ,35˚2.88',128˚45.46',3,B,35,2.88,128,45.46,35.048,128.7576667,35.048,128.7576667,7
GJ,35˚2.77',128˚45.46',4,B,35,2.77,128,45.46,35.04616667,128.7576667,35.04616667,128.7576667,7
GJ,35˚2.66',128˚45.46',5,B,35,2.66,128,45.46,35.04433333,128.7576667,35.04433333,128.7576667,7
GJ,35˚2.56',128˚45.46',6,B,35,2.56,128,45.46,35.04266667,128.7576667,35.04266667,128.7576667,7
GJ,35˚2.45',128˚45.46',7,B,35,2.45,128,45.46,35.04083333,128.7576667,35.04083333,128.7576667,7
GJ,35˚2.34',128˚45.46',8,B,35,2.34,128,45.46,35.039,128.7576667,35.039,128.7576667,7
GJ,35˚2.23',128˚45.46',9,B,35,2.23,128,45.46,35.03716667,128.7576667,35.03716667,128.7576667,7
GJ,35˚2.12',128˚45.46',10,B,35,2.12,128,45.46,35.03533333,128.7576667,35.03533333,128.7576667,7
GJ,35˚2.02',128˚45.46',11,B,35,2.02,128,45.46,35.03366667,128.7576667,35.03366667,128.7576667,7
GJ,35˚1.91',128˚45.46',12,B,35,1.91,128,45.46,35.03183333,128.7576667,35.03183333,128.7576667,7
GJ,35˚1.8',128˚45.46',13,B,35,1.8,128,45.46,35.03,128.7576667,35.03,128.7576667,7
GJ,35˚1.69',128˚45.46',14,B,35,1.69,128,45.46,35.02816667,128.7576667,35.02816667,128.7576667,7
GJ,35˚1.58',128˚45.46',15,B,35,1.58,128,45.46,35.02633333,128.7576667,35.02633333,128.7576667,7
GJ,35˚3.1',128˚45.59',1,B,35,3.1,128,45.59,35.05166667,128.7598333,35.05166667,128.7598333,8
GJ,35˚2.99',128˚45.59',2,B,35,2.99,128,45.59,35.04983333,128.7598333,35.04983333,128.7598333,8
GJ,35˚2.88',128˚45.59',3,B,35,2.88,128,45.59,35.048,128.7598333,35.048,128.7598333,8
GJ,35˚2.77',128˚45.59',4,B,35,2.77,128,45.59,35.04616667,128.7598333,35.04616667,128.7598333,8
GJ,35˚2.66',128˚45.59',5,B,35,2.66,128,45.59,35.04433333,128.7598333,35.04433333,128.7598333,8
GJ,35˚2.56',128˚45.59',6,B,35,2.56,128,45.59,35.04266667,128.7598333,35.04266667,128.7598333,8
GJ,35˚2.45',128˚45.59',7,B,35,2.45,128,45.59,35.04083333,128.7598333,35.04083333,128.7598333,8
GJ,35˚2.34',128˚45.59',8,B,35,2.34,128,45.59,35.039,128.7598333,35.039,128.7598333,8
GJ,35˚2.23',128˚45.59',9,B,35,2.23,128,45.59,35.03716667,128.7598333,35.03716667,128.7598333,8
GJ,35˚2.12',128˚45.59',10,B,35,2.12,128,45.59,35.03533333,128.7598333,35.03533333,128.7598333,8
GJ,35˚2.02',128˚45.59',11,B,35,2.02,128,45.59,35.03366667,128.7598333,35.03366667,128.7598333,8
GJ,35˚1.91',128˚45.59',12,B,35,1.91,128,45.59,35.03183333,128.7598333,35.03183333,128.7598333,8
GJ,35˚1.8',128˚45.59',13,B,35,1.8,128,45.59,35.03,128.7598333,35.03,128.7598333,8
GJ,35˚1.69',128˚45.59',14,B,35,1.69,128,45.59,35.02816667,128.7598333,35.02816667,128.7598333,8
GJ,35˚1.58',128˚45.59',15,B,35,1.58,128,45.59,35.02633333,128.7598333,35.02633333,128.7598333,8
GJ,35˚3.1',128˚45.72',1,B,35,3.1,128,45.72,35.05166667,128.762,35.05166667,128.762,9
GJ,35˚2.99',128˚45.72',2,B,35,2.99,128,45.72,35.04983333,128.762,35.04983333,128.762,9
GJ,35˚2.88',128˚45.72',3,B,35,2.88,128,45.72,35.048,128.762,35.048,128.762,9
GJ,35˚2.77',128˚45.72',4,B,35,2.77,128,45.72,35.04616667,128.762,35.04616667,128.762,9
GJ,35˚2.66',128˚45.72',5,B,35,2.66,128,45.72,35.04433333,128.762,35.04433333,128.762,9
GJ,35˚2.56',128˚45.72',6,B,35,2.56,128,45.72,35.04266667,128.762,35.04266667,128.762,9
GJ,35˚2.45',128˚45.72',7,B,35,2.45,128,45.72,35.04083333,128.762,35.04083333,128.762,9
GJ,35˚2.34',128˚45.72',8,B,35,2.34,128,45.72,35.039,128.762,35.039,128.762,9
GJ,35˚2.23',128˚45.72',9,B,35,2.23,128,45.72,35.03716667,128.762,35.03716667,128.762,9
GJ,35˚2.12',128˚45.72',10,B,35,2.12,128,45.72,35.03533333,128.762,35.03533333,128.762,9
GJ,35˚2.02',128˚45.72',11,B,35,2.02,128,45.72,35.03366667,128.762,35.03366667,128.762,9
GJ,35˚1.91',128˚45.72',12,B,35,1.91,128,45.72,35.03183333,128.762,35.03183333,128.762,9
GJ,35˚1.8',128˚45.72',13,B,35,1.8,128,45.72,35.03,128.762,35.03,128.762,9
GJ,35˚1.69',128˚45.72',14,B,35,1.69,128,45.72,35.02816667,128.762,35.02816667,128.762,9
GJ,35˚1.58',128˚45.72',15,B,35,1.58,128,45.72,35.02633333,128.762,35.02633333,128.762,9
GJ,35˚3.1',128˚45.85',1,B,35,3.1,128,45.85,35.05166667,128.7641667,35.05166667,128.7641667,10
GJ,35˚2.99',128˚45.85',2,B,35,2.99,128,45.85,35.04983333,128.7641667,35.04983333,128.7641667,10
GJ,35˚2.88',128˚45.85',3,B,35,2.88,128,45.85,35.048,128.7641667,35.048,128.7641667,10
GJ,35˚2.77',128˚45.85',4,B,35,2.77,128,45.85,35.04616667,128.7641667,35.04616667,128.7641667,10
GJ,35˚2.66',128˚45.85',5,B,35,2.66,128,45.85,35.04433333,128.7641667,35.04433333,128.7641667,10
GJ,35˚2.56',128˚45.85',6,B,35,2.56,128,45.85,35.04266667,128.7641667,35.04266667,128.7641667,10
GJ,35˚2.45',128˚45.85',7,B,35,2.45,128,45.85,35.04083333,128.7641667,35.04083333,128.7641667,10
GJ,35˚2.34',128˚45.85',8,B,35,2.34,128,45.85,35.039,128.7641667,35.039,128.7641667,10
GJ,35˚2.23',128˚45.85',9,B,35,2.23,128,45.85,35.03716667,128.7641667,35.03716667,128.7641667,10
GJ,35˚2.12',128˚45.85',10,B,35,2.12,128,45.85,35.03533333,128.7641667,35.03533333,128.7641667,10
GJ,35˚2.02',128˚45.85',11,B,35,2.02,128,45.85,35.03366667,128.7641667,35.03366667,128.7641667,10
GJ,35˚1.91',128˚45.85',12,B,35,1.91,128,45.85,35.03183333,128.7641667,35.03183333,128.7641667,10
GJ,35˚1.8',128˚45.85',13,B,35,1.8,128,45.85,35.03,128.7641667,35.03,128.7641667,10
GJ,35˚1.69',128˚45.85',14,B,35,1.69,128,45.85,35.02816667,128.7641667,35.02816667,128.7641667,10
GJ,35˚1.58',128˚45.85',15,B,35,1.58,128,45.85,35.02633333,128.7641667,35.02633333,128.7641667,10
GJ,35˚3.1',128˚45.98',1,C,35,3.1,128,45.98,35.05166667,128.7663333,35.05166667,128.7663333,11
GJ,35˚2.99',128˚45.98',2,C,35,2.99,128,45.98,35.04983333,128.7663333,35.04983333,128.7663333,11
GJ,35˚2.88',128˚45.98',3,C,35,2.88,128,45.98,35.048,128.7663333,35.048,128.7663333,11
GJ,35˚2.77',128˚45.98',4,C,35,2.77,128,45.98,35.04616667,128.7663333,35.04616667,128.7663333,11
GJ,35˚2.66',128˚45.98',5,C,35,2.66,128,45.98,35.04433333,128.7663333,35.04433333,128.7663333,11
GJ,35˚2.56',128˚45.98',6,C,35,2.56,128,45.98,35.04266667,128.7663333,35.04266667,128.7663333,11
GJ,35˚2.45',128˚45.98',7,C,35,2.45,128,45.98,35.04083333,128.7663333,35.04083333,128.7663333,11
GJ,35˚2.34',128˚45.98',8,C,35,2.34,128,45.98,35.039,128.7663333,35.039,128.7663333,11
GJ,35˚2.23',128˚45.98',9,C,35,2.23,128,45.98,35.03716667,128.7663333,35.03716667,128.7663333,11
GJ,35˚2.12',128˚45.98',10,C,35,2.12,128,45.98,35.03533333,128.7663333,35.03533333,128.7663333,11
GJ,35˚2.02',128˚45.98',11,C,35,2.02,128,45.98,35.03366667,128.7663333,35.03366667,128.7663333,11
GJ,35˚1.91',128˚45.98',12,C,35,1.91,128,45.98,35.03183333,128.7663333,35.03183333,128.7663333,11
GJ,35˚1.8',128˚45.98',13,C,35,1.8,128,45.98,35.03,128.7663333,35.03,128.7663333,11
GJ,35˚1.69',128˚45.98',14,C,35,1.69,128,45.98,35.02816667,128.7663333,35.02816667,128.7663333,11
GJ,35˚1.58',128˚45.98',15,C,35,1.58,128,45.98,35.02633333,128.7663333,35.02633333,128.7663333,11
GJ,35˚3.1',128˚46.12',1,C,35,3.1,128,46.12,35.05166667,128.7686667,35.05166667,128.7686667,12
GJ,35˚2.99',128˚46.12',2,C,35,2.99,128,46.12,35.04983333,128.7686667,35.04983333,128.7686667,12
GJ,35˚2.88',128˚46.12',3,C,35,2.88,128,46.12,35.048,128.7686667,35.048,128.7686667,12
GJ,35˚2.77',128˚46.12',4,C,35,2.77,128,46.12,35.04616667,128.7686667,35.04616667,128.7686667,12
GJ,35˚2.66',128˚46.12',5,C,35,2.66,128,46.12,35.04433333,128.7686667,35.04433333,128.7686667,12
GJ,35˚2.56',128˚46.12',6,C,35,2.56,128,46.12,35.04266667,128.7686667,35.04266667,128.7686667,12
GJ,35˚2.45',128˚46.12',7,C,35,2.45,128,46.12,35.04083333,128.7686667,35.04083333,128.7686667,12
GJ,35˚2.34',128˚46.12',8,C,35,2.34,128,46.12,35.039,128.7686667,35.039,128.7686667,12
GJ,35˚2.23',128˚46.12',9,C,35,2.23,128,46.12,35.03716667,128.7686667,35.03716667,128.7686667,12
GJ,35˚2.12',128˚46.12',10,C,35,2.12,128,46.12,35.03533333,128.7686667,35.03533333,128.7686667,12
GJ,35˚2.02',128˚46.12',11,C,35,2.02,128,46.12,35.03366667,128.7686667,35.03366667,128.7686667,12
GJ,35˚1.91',128˚46.12',12,C,35,1.91,128,46.12,35.03183333,128.7686667,35.03183333,128.7686667,12
GJ,35˚1.8',128˚46.12',13,C,35,1.8,128,46.12,35.03,128.7686667,35.03,128.7686667,12
GJ,35˚1.69',128˚46.12',14,C,35,1.69,128,46.12,35.02816667,128.7686667,35.02816667,128.7686667,12
GJ,35˚1.58',128˚46.12',15,C,35,1.58,128,46.12,35.02633333,128.7686667,35.02633333,128.7686667,12
GJ,35˚3.1',128˚46.25',1,C,35,3.1,128,46.25,35.05166667,128.7708333,35.05166667,128.7708333,13
GJ,35˚2.99',128˚46.25',2,C,35,2.99,128,46.25,35.04983333,128.7708333,35.04983333,128.7708333,13
GJ,35˚2.88',128˚46.25',3,C,35,2.88,128,46.25,35.048,128.7708333,35.048,128.7708333,13
GJ,35˚2.77',128˚46.25',4,C,35,2.77,128,46.25,35.04616667,128.7708333,35.04616667,128.7708333,13
GJ,35˚2.66',128˚46.25',5,C,35,2.66,128,46.25,35.04433333,128.7708333,35.04433333,128.7708333,13
GJ,35˚2.56',128˚46.25',6,C,35,2.56,128,46.25,35.04266667,128.7708333,35.04266667,128.7708333,13
GJ,35˚2.45',128˚46.25',7,C,35,2.45,128,46.25,35.04083333,128.7708333,35.04083333,128.7708333,13
GJ,35˚2.34',128˚46.25',8,C,35,2.34,128,46.25,35.039,128.7708333,35.039,128.7708333,13
GJ,35˚2.23',128˚46.25',9,C,35,2.23,128,46.25,35.03716667,128.7708333,35.03716667,128.7708333,13
GJ,35˚2.12',128˚46.25',10,C,35,2.12,128,46.25,35.03533333,128.7708333,35.03533333,128.7708333,13
GJ,35˚2.02',128˚46.25',11,C,35,2.02,128,46.25,35.03366667,128.7708333,35.03366667,128.7708333,13
GJ,35˚1.91',128˚46.25',12,C,35,1.91,128,46.25,35.03183333,128.7708333,35.03183333,128.7708333,13
GJ,35˚1.8',128˚46.25',13,C,35,1.8,128,46.25,35.03,128.7708333,35.03,128.7708333,13
GJ,35˚1.69',128˚46.25',14,C,35,1.69,128,46.25,35.02816667,128.7708333,35.02816667,128.7708333,13
GJ,35˚1.58',128˚46.25',15,C,35,1.58,128,46.25,35.02633333,128.7708333,35.02633333,128.7708333,13
GJ,35˚3.1',128˚46.38',1,C,35,3.1,128,46.38,35.05166667,128.773,35.05166667,128.773,14
GJ,35˚2.99',128˚46.38',2,C,35,2.99,128,46.38,35.04983333,128.773,35.04983333,128.773,14
GJ,35˚2.88',128˚46.38',3,C,35,2.88,128,46.38,35.048,128.773,35.048,128.773,14
GJ,35˚2.77',128˚46.38',4,C,35,2.77,128,46.38,35.04616667,128.773,35.04616667,128.773,14
GJ,35˚2.66',128˚46.38',5,C,35,2.66,128,46.38,35.04433333,128.773,35.04433333,128.773,14
GJ,35˚2.56',128˚46.38',6,C,35,2.56,128,46.38,35.04266667,128.773,35.04266667,128.773,14
GJ,35˚2.45',128˚46.38',7,C,35,2.45,128,46.38,35.04083333,128.773,35.04083333,128.773,14
GJ,35˚2.34',128˚46.38',8,C,35,2.34,128,46.38,35.039,128.773,35.039,128.773,14
GJ,35˚2.23',128˚46.38',9,C,35,2.23,128,46.38,35.03716667,128.773,35.03716667,128.773,14
GJ,35˚2.12',128˚46.38',10,C,35,2.12,128,46.38,35.03533333,128.773,35.03533333,128.773,14
GJ,35˚2.02',128˚46.38',11,C,35,2.02,128,46.38,35.03366667,128.773,35.03366667,128.773,14
GJ,35˚1.91',128˚46.38',12,C,35,1.91,128,46.38,35.03183333,128.773,35.03183333,128.773,14
GJ,35˚1.8',128˚46.38',13,C,35,1.8,128,46.38,35.03,128.773,35.03,128.773,14
GJ,35˚1.69',128˚46.38',14,C,35,1.69,128,46.38,35.02816667,128.773,35.02816667,128.773,14
GJ,35˚1.58',128˚46.38',15,C,35,1.58,128,46.38,35.02633333,128.773,35.02633333,128.773,14
GJ,35˚3.1',128˚46.51',1,C,35,3.1,128,46.51,35.05166667,128.7751667,35.05166667,128.7751667,15
GJ,35˚2.99',128˚46.51',2,C,35,2.99,128,46.51,35.04983333,128.7751667,35.04983333,128.7751667,15
GJ,35˚2.88',128˚46.51',3,C,35,2.88,128,46.51,35.048,128.7751667,35.048,128.7751667,15
GJ,35˚2.77',128˚46.51',4,C,35,2.77,128,46.51,35.04616667,128.7751667,35.04616667,128.7751667,15
GJ,35˚2.66',128˚46.51',5,C,35,2.66,128,46.51,35.04433333,128.7751667,35.04433333,128.7751667,15
GJ,35˚2.56',128˚46.51',6,C,35,2.56,128,46.51,35.04266667,128.7751667,35.04266667,128.7751667,15
GJ,35˚2.45',128˚46.51',7,C,35,2.45,128,46.51,35.04083333,128.7751667,35.04083333,128.7751667,15
GJ,35˚2.34',128˚46.51',8,C,35,2.34,128,46.51,35.039,128.7751667,35.039,128.7751667,15
GJ,35˚2.23',128˚46.51',9,C,35,2.23,128,46.51,35.03716667,128.7751667,35.03716667,128.7751667,15
GJ,35˚2.12',128˚46.51',10,C,35,2.12,128,46.51,35.03533333,128.7751667,35.03533333,128.7751667,15
GJ,35˚2.02',128˚46.51',11,C,35,2.02,128,46.51,35.03366667,128.7751667,35.03366667,128.7751667,15
